"","","GR19-MIT5","IS19-13","IS19-14"
"2743","Eukaryota;Archaeplastida;Chloroplastida;Chlorophyta;Chlorophyceae;Chlamydomonadaceae sp. Itas 9/21 T-4w",51,NA,NA
"2744","Eukaryota;Archaeplastida;Chloroplastida;Chlorophyta;Chlorophyceae;Chlamydomonadaceae sp. Pic 6/3 P-1d",426,20,3
"2745","Eukaryota;Archaeplastida;Chloroplastida;Chlorophyta;Chlorophyceae;Chlamydomonadaceae sp. RT1n14cul",11,NA,1
"2746","Eukaryota;Archaeplastida;Chloroplastida;Chlorophyta;Chlorophyceae;Chlamydomonadaceae sp. Tow 2/24 P-6w",7,NA,NA
"2747","Eukaryota;Archaeplastida;Chloroplastida;Chlorophyta;Chlorophyceae;Chlamydomonadaceae sp. WTwin 8/18 P-5d",1,NA,NA
"2748","Eukaryota;Archaeplastida;Chloroplastida;Chlorophyta;Chlorophyceae;Chlamydomonadaceae sp. WTwin2/24P-1w",NA,NA,7
"2749","Eukaryota;Archaeplastida;Chloroplastida;Chlorophyta;Chlorophyceae;Chlamydomonadales;Actinochloris;Actinochloris sphaerica",47,NA,NA
"2750","Eukaryota;Archaeplastida;Chloroplastida;Chlorophyta;Chlorophyceae;Chlamydomonadales;Astrephomene;Astrephomene perforata",7,NA,NA
"2751","Eukaryota;Archaeplastida;Chloroplastida;Chlorophyta;Chlorophyceae;Chlamydomonadales;Chlamydomonas;Chlamydomonas applanata",9,NA,3
"2752","Eukaryota;Archaeplastida;Chloroplastida;Chlorophyta;Chlorophyceae;Chlamydomonadales;Chlamydomonas;Chlamydomonas cribrum",1,NA,NA
"2753","Eukaryota;Archaeplastida;Chloroplastida;Chlorophyta;Chlorophyceae;Chlamydomonadales;Chlamydomonas;Chlamydomonas incerta",30,NA,NA
"2754","Eukaryota;Archaeplastida;Chloroplastida;Chlorophyta;Chlorophyceae;Chlamydomonadales;Chlamydomonas;Chlamydomonas moewusii var. microstigmata",11,NA,NA
"2755","Eukaryota;Archaeplastida;Chloroplastida;Chlorophyta;Chlorophyceae;Chlamydomonadales;Chlamydomonas;Chlamydomonas nivalis",59005,789,28
"2756","Eukaryota;Archaeplastida;Chloroplastida;Chlorophyta;Chlorophyceae;Chlamydomonadales;Chlamydomonas;Chlamydomonas noctigama",NA,NA,5
"2757","Eukaryota;Archaeplastida;Chloroplastida;Chlorophyta;Chlorophyceae;Chlamydomonadales;Chlamydomonas;Chlamydomonas proboscigera",1472,NA,2
"2758","Eukaryota;Archaeplastida;Chloroplastida;Chlorophyta;Chlorophyceae;Chlamydomonadales;Chlamydomonas;Chlamydomonas sp. CCAP 11/119",11,NA,NA
"2759","Eukaryota;Archaeplastida;Chloroplastida;Chlorophyta;Chlorophyceae;Chlamydomonadales;Chlamydomonas;Chlamydomonas sp. CCAP 11/140",1,NA,NA
"2760","Eukaryota;Archaeplastida;Chloroplastida;Chlorophyta;Chlorophyceae;Chlamydomonadales;Chlamydomonas;Chlamydomonas sp. CCAP 11/141",6687,14,4
"2761","Eukaryota;Archaeplastida;Chloroplastida;Chlorophyta;Chlorophyceae;Chlamydomonadales;Chlamydomonas;Chlamydomonas sp. CCAP 11/147",26,NA,NA
"2762","Eukaryota;Archaeplastida;Chloroplastida;Chlorophyta;Chlorophyceae;Chlamydomonadales;Chlamydomonas;Chlamydomonas sp. CCAP 11/151",57,NA,2
"2763","Eukaryota;Archaeplastida;Chloroplastida;Chlorophyta;Chlorophyceae;Chlamydomonadales;Chlamydomonas;Chlamydomonas sp. CCAP 11/153",16,NA,2
"2764","Eukaryota;Archaeplastida;Chloroplastida;Chlorophyta;Chlorophyceae;Chlamydomonadales;Chlamydomonas;Chlamydomonas sp. CCAP 11/158",14,NA,NA
"2765","Eukaryota;Archaeplastida;Chloroplastida;Chlorophyta;Chlorophyceae;Chlamydomonadales;Chlamydomonas;Chlamydomonas sp. CCAP 11/169",8,NA,NA
"2766","Eukaryota;Archaeplastida;Chloroplastida;Chlorophyta;Chlorophyceae;Chlamydomonadales;Chlamydomonas;Chlamydomonas sp. CYB1",102,266,68
"2767","Eukaryota;Archaeplastida;Chloroplastida;Chlorophyta;Chlorophyceae;Chlamydomonadales;Chlamydomonas;Chlamydomonas sp. KMMCC 189",21,NA,NA
"2768","Eukaryota;Archaeplastida;Chloroplastida;Chlorophyta;Chlorophyceae;Chlamydomonadales;Chlamydomonas;Chlamydomonas sp. NIES-2315",31,NA,NA
"2769","Eukaryota;Archaeplastida;Chloroplastida;Chlorophyta;Chlorophyceae;Chlamydomonadales;Chlamydomonas;Chlamydomonas sp. NIES-2319",25,NA,NA
"2770","Eukaryota;Archaeplastida;Chloroplastida;Chlorophyta;Chlorophyceae;Chlamydomonadales;Chlamydomonas;Chlamydomonas sp. UWO 241",86,NA,NA
"2771","Eukaryota;Archaeplastida;Chloroplastida;Chlorophyta;Chlorophyceae;Chlamydomonadales;Chlamydomonas;Chlamydomonas splendida",13,NA,2
"2772","Eukaryota;Archaeplastida;Chloroplastida;Chlorophyta;Chlorophyceae;Chlamydomonadales;Chlamydomonas;Chloromonas sp. Ru-6-8",34,NA,NA
"2773","Eukaryota;Archaeplastida;Chloroplastida;Chlorophyta;Chlorophyceae;Chlamydomonadales;Chlorococcum;Chlorococcum echinozygotum",NA,NA,20
"2774","Eukaryota;Archaeplastida;Chloroplastida;Chlorophyta;Chlorophyceae;Chlamydomonadales;Chlorococcum;Chlorococcum elkhartiense",1,NA,NA
"2775","Eukaryota;Archaeplastida;Chloroplastida;Chlorophyta;Chlorophyceae;Chlamydomonadales;Chloromonas;Chloromonas actinochloris",12,NA,NA
"2776","Eukaryota;Archaeplastida;Chloroplastida;Chlorophyta;Chlorophyceae;Chlamydomonadales;Chloromonas;Chloromonas carrizoensis",74,2,NA
"2777","Eukaryota;Archaeplastida;Chloroplastida;Chlorophyta;Chlorophyceae;Chlamydomonadales;Chloromonas;Chloromonas chenangoensis",8,6,8
"2778","Eukaryota;Archaeplastida;Chloroplastida;Chlorophyta;Chlorophyceae;Chlamydomonadales;Chloromonas;Chloromonas nivalis",254,819,115
"2779","Eukaryota;Archaeplastida;Chloroplastida;Chlorophyta;Chlorophyceae;Chlamydomonadales;Chloromonas;Chloromonas platystigma",18,18,10
"2780","Eukaryota;Archaeplastida;Chloroplastida;Chlorophyta;Chlorophyceae;Chlamydomonadales;Chloromonas;Chloromonas rostafinskii",114,85,27
"2781","Eukaryota;Archaeplastida;Chloroplastida;Chlorophyta;Chlorophyceae;Chlamydomonadales;Chloromonas;Chloromonas sp. CCAP 11/110",48,3,4
"2782","Eukaryota;Archaeplastida;Chloroplastida;Chlorophyta;Chlorophyceae;Chlamydomonadales;Chloromonas;Chloromonas sp. Gassan-B",53,482,10
"2783","Eukaryota;Archaeplastida;Chloroplastida;Chlorophyta;Chlorophyceae;Chlamydomonadales;Chloromonas;Chloromonas sp. Hakkoda-2",89,52,3
"2784","Eukaryota;Archaeplastida;Chloroplastida;Chlorophyta;Chlorophyceae;Chlamydomonadales;Chloromonas;Chloromonas sp. KNF0032",10,NA,1
"2785","Eukaryota;Archaeplastida;Chloroplastida;Chlorophyta;Chlorophyceae;Chlamydomonadales;Chloromonas;Chloromonas tughillensis",31,11,8
"2786","Eukaryota;Archaeplastida;Chloroplastida;Chlorophyta;Chlorophyceae;Chlamydomonadales;Chloromonas;Chloromonas vernalis",26,NA,NA
"2787","Eukaryota;Archaeplastida;Chloroplastida;Chlorophyta;Chlorophyceae;Chlamydomonadales;Dunaliella;Dunaliella parva",9,NA,NA
"2788","Eukaryota;Archaeplastida;Chloroplastida;Chlorophyta;Chlorophyceae;Chlamydomonadales;Dunaliella;Dunaliella salina",3623,95,15
"2789","Eukaryota;Archaeplastida;Chloroplastida;Chlorophyta;Chlorophyceae;Chlamydomonadales;Ettlia;Ettlia minuta",39,NA,NA
"2790","Eukaryota;Archaeplastida;Chloroplastida;Chlorophyta;Chlorophyceae;Chlamydomonadales;Eudorina;Eudorina cylindrica",2,NA,NA
"2791","Eukaryota;Archaeplastida;Chloroplastida;Chlorophyta;Chlorophyceae;Chlamydomonadales;Gloeomonas;Gloeomonas rubrifilum",10,NA,NA
"2792","Eukaryota;Archaeplastida;Chloroplastida;Chlorophyta;Chlorophyceae;Chlamydomonadales;Gonium;Gonium pectorale",21,NA,NA
"2793","Eukaryota;Archaeplastida;Chloroplastida;Chlorophyta;Chlorophyceae;Chlamydomonadales;Haematococcus;Haematococcus lacustris",185,2,1
"2794","Eukaryota;Archaeplastida;Chloroplastida;Chlorophyta;Chlorophyceae;Chlamydomonadales;Lobochlamys;Lobochlamys segnis",76,NA,NA
"2795","Eukaryota;Archaeplastida;Chloroplastida;Chlorophyta;Chlorophyceae;Chlamydomonadales;Lobochlamys;Lobochlamys sp. Ru-6-5",22,NA,NA
"2796","Eukaryota;Archaeplastida;Chloroplastida;Chlorophyta;Chlorophyceae;Chlamydomonadales;Microglena;Microglena monadina",39,NA,2
"2797","Eukaryota;Archaeplastida;Chloroplastida;Chlorophyta;Chlorophyceae;Chlamydomonadales;Oogamochlamys;Oogamochlamys ettlii",61,NA,NA
"2798","Eukaryota;Archaeplastida;Chloroplastida;Chlorophyta;Chlorophyceae;Chlamydomonadales;Phacotus;Phacotus lenticularis",1,NA,NA
"2799","Eukaryota;Archaeplastida;Chloroplastida;Chlorophyta;Chlorophyceae;Chlamydomonadales;Phacotus;Phacotus sphaericus",2,NA,NA
"2800","Eukaryota;Archaeplastida;Chloroplastida;Chlorophyta;Chlorophyceae;Chlamydomonadales;Polytomella;Polytomella capuana",1099,11,2
"2801","Eukaryota;Archaeplastida;Chloroplastida;Chlorophyta;Chlorophyceae;Chlamydomonadales;Polytomella;Polytomella magna",39,NA,NA
"2802","Eukaryota;Archaeplastida;Chloroplastida;Chlorophyta;Chlorophyceae;Chlamydomonadales;Polytomella;Polytomella sp. Pringsheim 198.80",112,NA,NA
"2803","Eukaryota;Archaeplastida;Chloroplastida;Chlorophyta;Chlorophyceae;Chlamydomonadales;Pteromonas;Pteromonas protracta",52,NA,NA
"2804","Eukaryota;Archaeplastida;Chloroplastida;Chlorophyta;Chlorophyceae;Chlamydomonadales;Spongiochloris;Spongiochloris spongiosa",1,NA,NA
"2805","Eukaryota;Archaeplastida;Chloroplastida;Chlorophyta;Chlorophyceae;Chlamydomonadales;Tetracystis;Tetracystis sp. FG2/6.4E",NA,NA,4
"2806","Eukaryota;Archaeplastida;Chloroplastida;Chlorophyta;Chlorophyceae;Chlamydomonadales;Tetracystis;Tetracystis vinatzeri",NA,NA,3
"2807","Eukaryota;Archaeplastida;Chloroplastida;Chlorophyta;Chlorophyceae;Chlamydomonadales;Volvox;Volvox carteri f. nagariensis",35,NA,NA
"2808","Eukaryota;Archaeplastida;Chloroplastida;Chlorophyta;Chlorophyceae;Chlamydomonadales;Volvox;Volvox tertius",17,NA,NA
"2809","Eukaryota;Archaeplastida;Chloroplastida;Chlorophyta;Chlorophyceae;Chlamydomonadales;Volvulina;Volvulina compacta",38,NA,NA
"2810","Eukaryota;Archaeplastida;Chloroplastida;Chlorophyta;Chlorophyceae;Chlamydomonadales;Volvulina;Volvulina steinii",1,NA,NA
"2811","Eukaryota;Archaeplastida;Chloroplastida;Chlorophyta;Chlorophyceae;Chlorophyceae sp. CCMP1189",15,NA,NA
"2812","Eukaryota;Archaeplastida;Chloroplastida;Chlorophyta;Chlorophyceae;Chlorophyceae sp. I5",1,NA,NA
"2813","Eukaryota;Archaeplastida;Chloroplastida;Chlorophyta;Chlorophyceae;Chlorophyceae sp. SEV2-VF1",18,NA,NA
"2814","Eukaryota;Archaeplastida;Chloroplastida;Chlorophyta;Chlorophyceae;Chlorophyceae sp. VPL9-5",8,NA,NA
"2815","Eukaryota;Archaeplastida;Chloroplastida;Chlorophyta;Chlorophyceae;Chlorophyta sp. I-155",163,NA,6
"2816","Eukaryota;Archaeplastida;Chloroplastida;Chlorophyta;Chlorophyceae;Chlorosarcinales;Chlorosarcina;Chlorosarcina stigmatica",14,NA,NA
"2817","Eukaryota;Archaeplastida;Chloroplastida;Chlorophyta;Chlorophyceae;coccoid green alga Mary 6/3",8,NA,NA
"2818","Eukaryota;Archaeplastida;Chloroplastida;Chlorophyta;Chlorophyceae;Dicksoniaceae environmental sample",1409,161,12
"2819","Eukaryota;Archaeplastida;Chloroplastida;Chlorophyta;Chlorophyceae;Eubrownia aggregata",11,NA,NA
"2820","Eukaryota;Archaeplastida;Chloroplastida;Chlorophyta;Chlorophyceae;Eubrownia isobilateralis",1,NA,NA
"2821","Eukaryota;Archaeplastida;Chloroplastida;Chlorophyta;Chlorophyceae;Geraniales environmental sample",16,NA,NA
"2822","Eukaryota;Archaeplastida;Chloroplastida;Chlorophyta;Chlorophyceae;Incertae Sedis;Carteria;Carteria eugametos",7,NA,NA
"2823","Eukaryota;Archaeplastida;Chloroplastida;Chlorophyta;Chlorophyceae;Incertae Sedis;Carteria;Carteria sp. NIES-3902",1,NA,NA
"2824","Eukaryota;Archaeplastida;Chloroplastida;Chlorophyta;Chlorophyceae;Incertae Sedis;Carteria;Carteria sp. NIES-3903",1,NA,NA
"2825","Eukaryota;Archaeplastida;Chloroplastida;Chlorophyta;Chlorophyceae;Incertae Sedis;Chlamydopodium;Chlamydopodium sp. RK41",1,NA,NA
"2826","Eukaryota;Archaeplastida;Chloroplastida;Chlorophyta;Chlorophyceae;Incertae Sedis;Jenufa;Jenufa aeroterrestrica",23,NA,NA
"2827","Eukaryota;Archaeplastida;Chloroplastida;Chlorophyta;Chlorophyceae;Incertae Sedis;Tetraflagellochloris;Tetraflagellochloris mauritanica",118,NA,NA
"2828","Eukaryota;Archaeplastida;Chloroplastida;Chlorophyta;Chlorophyceae;Incertae Sedis;uncultured Chlorophyta",95,NA,NA
"2829","Eukaryota;Archaeplastida;Chloroplastida;Chlorophyta;Chlorophyceae;Microspora sp. UTEX LB472",NA,NA,4
"2830","Eukaryota;Archaeplastida;Chloroplastida;Chlorophyta;Chlorophyceae;Oedogoniales;Oedogonium;Oedogonium nodulosum",1091,6,2
"2831","Eukaryota;Archaeplastida;Chloroplastida;Chlorophyta;Chlorophyceae;Ploeotila sp. CCCryo086-99",285,NA,47
"2832","Eukaryota;Archaeplastida;Chloroplastida;Chlorophyta;Chlorophyceae;Sphaeropleales;Acutodesmus;Acutodesmus raciborskii",1,NA,NA
"2833","Eukaryota;Archaeplastida;Chloroplastida;Chlorophyta;Chlorophyceae;Sphaeropleales;Bracteacoccus;Bracteacoccus occidentalis",245,NA,NA
"2834","Eukaryota;Archaeplastida;Chloroplastida;Chlorophyta;Chlorophyceae;Sphaeropleales;Bracteacoccus;Bracteacoccus sp. CNP2-VF25",13,NA,NA
"2835","Eukaryota;Archaeplastida;Chloroplastida;Chlorophyta;Chlorophyceae;Sphaeropleales;Bracteacoccus;Bracteacoccus sp. DB-9-3",14,NA,NA
"2836","Eukaryota;Archaeplastida;Chloroplastida;Chlorophyta;Chlorophyceae;Sphaeropleales;Chromochloris;Chromochloris zofingiensis",9,NA,NA
"2837","Eukaryota;Archaeplastida;Chloroplastida;Chlorophyta;Chlorophyceae;Sphaeropleales;Coelastrella;Coelastrella aeroterrestrica",72,NA,NA
"2838","Eukaryota;Archaeplastida;Chloroplastida;Chlorophyta;Chlorophyceae;Sphaeropleales;Coelastrella;Coelastrella corcontica",286,16,6
"2839","Eukaryota;Archaeplastida;Chloroplastida;Chlorophyta;Chlorophyceae;Sphaeropleales;Coelastrella;Coelastrella sp. KGU-D002",11,NA,NA
"2840","Eukaryota;Archaeplastida;Chloroplastida;Chlorophyta;Chlorophyceae;Sphaeropleales;Coelastrella;Coelastrella sp. KGU-H001",8,NA,NA
"2841","Eukaryota;Archaeplastida;Chloroplastida;Chlorophyta;Chlorophyceae;Sphaeropleales;Coelastrella;Coelastrella striolata",1013,10,NA
"2842","Eukaryota;Archaeplastida;Chloroplastida;Chlorophyta;Chlorophyceae;Sphaeropleales;Coelastrum;Coelastrum astroideum",1,NA,NA
"2843","Eukaryota;Archaeplastida;Chloroplastida;Chlorophyta;Chlorophyceae;Sphaeropleales;Desmodesmus;Desmodesmus sp. NIES-4211",NA,NA,2
"2844","Eukaryota;Archaeplastida;Chloroplastida;Chlorophyta;Chlorophyceae;Sphaeropleales;Desmodesmus;Desmodesmus sp. NIES-4265",8,NA,NA
"2845","Eukaryota;Archaeplastida;Chloroplastida;Chlorophyta;Chlorophyceae;Sphaeropleales;Dictyochloris;Dictyochloris fragrans",12,NA,NA
"2846","Eukaryota;Archaeplastida;Chloroplastida;Chlorophyta;Chlorophyceae;Sphaeropleales;Dictyococcus;Dictyococcus varians",NA,NA,2
"2847","Eukaryota;Archaeplastida;Chloroplastida;Chlorophyta;Chlorophyceae;Sphaeropleales;Dictyococcus;uncultured eukaryote",NA,NA,4
"2848","Eukaryota;Archaeplastida;Chloroplastida;Chlorophyta;Chlorophyceae;Sphaeropleales;Dimorphococcus;Dimorphococcus lunatus",NA,NA,2
"2849","Eukaryota;Archaeplastida;Chloroplastida;Chlorophyta;Chlorophyceae;Sphaeropleales;Monoraphidium;Ankistrodesmus sp. CJ02",44,NA,NA
"2850","Eukaryota;Archaeplastida;Chloroplastida;Chlorophyta;Chlorophyceae;Sphaeropleales;Monoraphidium;Ankistrodesmus sp. KMMCC 1507",9,NA,NA
"2851","Eukaryota;Archaeplastida;Chloroplastida;Chlorophyta;Chlorophyceae;Sphaeropleales;Monoraphidium;Monoraphidium contortum",94,NA,2
"2852","Eukaryota;Archaeplastida;Chloroplastida;Chlorophyta;Chlorophyceae;Sphaeropleales;Monoraphidium;Monoraphidium minutum",9,NA,NA
"2853","Eukaryota;Archaeplastida;Chloroplastida;Chlorophyta;Chlorophyceae;Sphaeropleales;Neochloris;Neochloris aquatica",2,NA,NA
"2854","Eukaryota;Archaeplastida;Chloroplastida;Chlorophyta;Chlorophyceae;Sphaeropleales;Neodesmus;Neodesmus pupukensis",1,NA,NA
"2855","Eukaryota;Archaeplastida;Chloroplastida;Chlorophyta;Chlorophyceae;Sphaeropleales;Pediastrum;Pediastrum duplex",85,NA,NA
"2856","Eukaryota;Archaeplastida;Chloroplastida;Chlorophyta;Chlorophyceae;Sphaeropleales;Pseudomuriella;Pseudomuriella aurantiaca",168,NA,NA
"2857","Eukaryota;Archaeplastida;Chloroplastida;Chlorophyta;Chlorophyceae;Sphaeropleales;Pseudomuriella;Pseudomuriella cf. schumacherensis RK3",92,NA,NA
"2858","Eukaryota;Archaeplastida;Chloroplastida;Chlorophyta;Chlorophyceae;Sphaeropleales;Pseudomuriella;Pseudomuriella engadinensis",23,NA,1
"2859","Eukaryota;Archaeplastida;Chloroplastida;Chlorophyta;Chlorophyceae;Sphaeropleales;Quadrigula;Quadrigula closterioides",1,NA,NA
"2860","Eukaryota;Archaeplastida;Chloroplastida;Chlorophyta;Chlorophyceae;Sphaeropleales;Scenedesmus;Scenedesmus hindakii",479,NA,NA
"2861","Eukaryota;Archaeplastida;Chloroplastida;Chlorophyta;Chlorophyceae;Sphaeropleales;Scenedesmus;Scenedesmus sp. BMAC5",15,NA,NA
"2862","Eukaryota;Archaeplastida;Chloroplastida;Chlorophyta;Chlorophyceae;Sphaeropleales;Scenedesmus;Scenedesmus sp. CYB3",1,NA,NA
"2863","Eukaryota;Archaeplastida;Chloroplastida;Chlorophyta;Chlorophyceae;Sphaeropleales;Scenedesmus;Scenedesmus sp. DPBH10",12,NA,NA
"2864","Eukaryota;Archaeplastida;Chloroplastida;Chlorophyta;Chlorophyceae;Sphaeropleales;Scenedesmus;Scenedesmus sp. II22",117,NA,NA
"2865","Eukaryota;Archaeplastida;Chloroplastida;Chlorophyta;Chlorophyceae;Sphaeropleales;Scenedesmus;Scenedesmus sp. KMMCC 1238",35,NA,NA
"2866","Eukaryota;Archaeplastida;Chloroplastida;Chlorophyta;Chlorophyceae;Sphaeropleales;Scenedesmus;Scenedesmus sp. KMMCC 1534",29,NA,NA
"2867","Eukaryota;Archaeplastida;Chloroplastida;Chlorophyta;Chlorophyceae;Sphaeropleales;Scenedesmus;Scenedesmus sp. SB_C1",11,NA,NA
"2868","Eukaryota;Archaeplastida;Chloroplastida;Chlorophyta;Chlorophyceae;Sphaeropleales;Tetradesmus;Tetradesmus wisconsinensis",24,NA,NA
"2869","Eukaryota;Archaeplastida;Chloroplastida;Chlorophyta;Chlorophyceae;Sphaeropleales;Tetranephris;Tetranephris brasiliensis",89,NA,NA
"2870","Eukaryota;Archaeplastida;Chloroplastida;Chlorophyta;Chlorophyceae;uncultured alga",2244,259,258
"2871","Eukaryota;Archaeplastida;Chloroplastida;Chlorophyta;Chlorophyceae;uncultured Atractomorpha",12,NA,NA
"2872","Eukaryota;Archaeplastida;Chloroplastida;Chlorophyta;Chlorophyceae;uncultured Chlamydomonadaceae",164,37,6
"2873","Eukaryota;Archaeplastida;Chloroplastida;Chlorophyta;Chlorophyceae;uncultured Chlamydomonadales",16,NA,NA
"2874","Eukaryota;Archaeplastida;Chloroplastida;Chlorophyta;Chlorophyceae;uncultured Chlamydomonas",22,NA,NA
"2875","Eukaryota;Archaeplastida;Chloroplastida;Chlorophyta;Chlorophyceae;uncultured Chloromonas",858,1359,107
"2876","Eukaryota;Archaeplastida;Chloroplastida;Chlorophyta;Chlorophyceae;uncultured Chlorophyta",3347,54,4
"2877","Eukaryota;Archaeplastida;Chloroplastida;Chlorophyta;Chlorophyceae;uncultured Dunaliella",340,NA,NA
"2878","Eukaryota;Archaeplastida;Chloroplastida;Chlorophyta;Chlorophyceae;uncultured Dunaliellaceae",895,54,27
"2879","Eukaryota;Archaeplastida;Chloroplastida;Chlorophyta;Chlorophyceae;uncultured Eimeriidae",20,NA,NA
"2880","Eukaryota;Archaeplastida;Chloroplastida;Chlorophyta;Chlorophyceae;uncultured eukaryote",2057,70,37
"2881","Eukaryota;Archaeplastida;Chloroplastida;Chlorophyta;Chlorophyceae;uncultured Haematococcaceae",1695,55,5
"2882","Eukaryota;Archaeplastida;Chloroplastida;Chlorophyta;Chlorophyceae;uncultured Lobochlamys",28,NA,NA
"2883","Eukaryota;Archaeplastida;Chloroplastida;Chlorophyta;Chlorophyceae;uncultured Oedogoniales",7,NA,NA
"2884","Eukaryota;Archaeplastida;Chloroplastida;Chlorophyta;Chlorophyceae;uncultured Oophila",1,NA,NA
"2885","Eukaryota;Archaeplastida;Chloroplastida;Chlorophyta;Chlorophyceae;uncultured Volvocaceae",41,NA,NA
"2886","Eukaryota;Archaeplastida;Chloroplastida;Chlorophyta;Chlorophyceae;Uronema acuminatum",NA,NA,2
"2887","Eukaryota;Archaeplastida;Chloroplastida;Chlorophyta;Clade IX;uncultured eukaryote",1,NA,NA
"2888","Eukaryota;Archaeplastida;Chloroplastida;Chlorophyta;Clade IX;uncultured prasinophyte",7,NA,NA
"2889","Eukaryota;Archaeplastida;Chloroplastida;Chlorophyta;Clade VII;Subclade A;uncultured Chlorophyta",11,NA,NA
"2890","Eukaryota;Archaeplastida;Chloroplastida;Chlorophyta;Incertae Sedis;Picocystis;uncultured Picocystis",116,NA,NA
"2891","Eukaryota;Archaeplastida;Chloroplastida;Chlorophyta;Lunachloris lukesovae",12,NA,NA
"2892","Eukaryota;Archaeplastida;Chloroplastida;Chlorophyta;Mamiellophyceae;Crustomastix sp. BH41_108",1,4,NA
"2893","Eukaryota;Archaeplastida;Chloroplastida;Chlorophyta;Mamiellophyceae;Dolichomastigales;Crustomastix;Crustomastix sp. MBIC10709",97,NA,2
"2894","Eukaryota;Archaeplastida;Chloroplastida;Chlorophyta;Mamiellophyceae;Dolichomastigales;Crustomastix;Crustomastix stigmatica",167,NA,NA
"2895","Eukaryota;Archaeplastida;Chloroplastida;Chlorophyta;Mamiellophyceae;Dolichomastigales;Crustomastix;uncultured freshwater eukaryote",31,5,NA
"2896","Eukaryota;Archaeplastida;Chloroplastida;Chlorophyta;Mamiellophyceae;Dolichomastix;Dolichomastix tenuilepis",NA,7,NA
"2897","Eukaryota;Archaeplastida;Chloroplastida;Chlorophyta;Mamiellophyceae;DSGM-81;uncultured Chlorophyta",2,NA,NA
"2898","Eukaryota;Archaeplastida;Chloroplastida;Chlorophyta;Mamiellophyceae;Mamiellales;Bathycoccus;uncultured eukaryote",29,NA,NA
"2899","Eukaryota;Archaeplastida;Chloroplastida;Chlorophyta;Mamiellophyceae;Mamiellales;Mamiella;prasinophyte sp. RCC391",1,NA,NA
"2900","Eukaryota;Archaeplastida;Chloroplastida;Chlorophyta;Mamiellophyceae;Mamiellales;Micromonas;Micromonas pusilla",97,NA,NA
"2901","Eukaryota;Archaeplastida;Chloroplastida;Chlorophyta;Mamiellophyceae;Mamiellales;Micromonas;uncultured eukaryote",11,NA,NA
"2902","Eukaryota;Archaeplastida;Chloroplastida;Chlorophyta;Mamiellophyceae;Mamiellales;Micromonas;uncultured Micromonas",2,NA,NA
"2903","Eukaryota;Archaeplastida;Chloroplastida;Chlorophyta;Mamiellophyceae;Monomastigales;Monomastix;Monomastix minuta",119,20,NA
